fitValue/0/value/intVal,originDataSourceId,endTimeNanos,dataTypeName,startTimeNanos,modifiedTimeMillis,rawTimestampNanos
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57625E+18,com.google.sleep.segment,1.57625E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57625E+18,com.google.sleep.segment,1.57625E+18,1.60686E+12,0
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57625E+18,com.google.sleep.segment,1.57625E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57627E+18,com.google.sleep.segment,1.57627E+18,1.60686E+12,0
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57628E+18,com.google.sleep.segment,1.57627E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57628E+18,com.google.sleep.segment,1.57628E+18,1.60686E+12,0
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57628E+18,com.google.sleep.segment,1.57628E+18,1.60686E+12,0
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57636E+18,com.google.sleep.segment,1.57636E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57637E+18,com.google.sleep.segment,1.57636E+18,1.60686E+12,0
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57637E+18,com.google.sleep.segment,1.57637E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57641E+18,com.google.sleep.segment,1.5764E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57642E+18,com.google.sleep.segment,1.57641E+18,1.60686E+12,0
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57642E+18,com.google.sleep.segment,1.57642E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57643E+18,com.google.sleep.segment,1.57642E+18,1.60686E+12,0
2,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57643E+18,com.google.sleep.segment,1.57643E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57643E+18,com.google.sleep.segment,1.57643E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.57649E+18,com.google.sleep.segment,1.57649E+18,1.60686E+12,0
5,raw:com.google.activity.segment:com.getpebble.android.basalt:,1.5765E+18,com.google.sleep.segment,1.5765E+18,1.60686E+12,0
